Week 1 | Player Corp (ID: 1) | Development Start | Started New Product 1
Week 2 | Auto Dealer D (ID: 10) | B2B Delivery | Received 6 units (Order ID: 128)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 6 units (Order ID: 128)
Week 2 | Auto Dealer D (ID: 10) | B2B Delivery | Received 6 units (Order ID: 129)
Week 2 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 6 units (Order ID: 129)
Week 2 | Auto Dealer D (ID: 10) | B2B Delivery | Received 6 units (Order ID: 130)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 6 units (Order ID: 130)
Week 2 | Auto Dealer D (ID: 10) | B2B Delivery | Received 6 units (Order ID: 132)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 6 units (Order ID: 132)
Week 2 | Auto Dealer D (ID: 10) | B2B Delivery | Received 6 units (Order ID: 133)
Week 2 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 6 units (Order ID: 133)
Week 2 | Auto Dealer D (ID: 10) | B2B Delivery | Received 6 units (Order ID: 134)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 6 units (Order ID: 134)
Week 2 | Auto Dealer D (ID: 10) | B2B Delivery | Received 5 units (Order ID: 136)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 5 units (Order ID: 136)
Week 2 | Auto Dealer D (ID: 10) | B2B Delivery | Received 6 units (Order ID: 137)
Week 2 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 6 units (Order ID: 137)
Week 2 | Auto Dealer D (ID: 10) | B2B Delivery | Received 6 units (Order ID: 139)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 6 units (Order ID: 139)
Week 2 | Auto Dealer D (ID: 10) | B2B Delivery | Received 6 units (Order ID: 140)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 6 units (Order ID: 140)
Week 2 | Auto Dealer D (ID: 10) | B2B Delivery | Received 6 units (Order ID: 141)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 6 units (Order ID: 141)
Week 2 | Auto Dealer D (ID: 10) | B2B Delivery | Received 6 units (Order ID: 142)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 6 units (Order ID: 142)
Week 2 | Auto Dealer D (ID: 10) | B2B Delivery | Received 6 units (Order ID: 143)
Week 2 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 6 units (Order ID: 143)
Week 2 | Auto Dealer D (ID: 10) | B2B Delivery | Received 6 units (Order ID: 144)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 6 units (Order ID: 144)
Week 2 | Auto Dealer D (ID: 10) | B2B Delivery | Received 6 units (Order ID: 146)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 6 units (Order ID: 146)
Week 2 | Auto Dealer D (ID: 10) | B2B Delivery | Received 6 units (Order ID: 148)
Week 2 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 6 units (Order ID: 148)
Week 2 | Auto Dealer D (ID: 10) | B2B Delivery | Received 6 units (Order ID: 149)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 6 units (Order ID: 149)
Week 2 | Auto Dealer D (ID: 10) | B2B Delivery | Received 6 units (Order ID: 150)
Week 2 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 6 units (Order ID: 150)
Week 2 | Auto Dealer D (ID: 10) | B2B Delivery | Received 4 units (Order ID: 152)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 4 units (Order ID: 152)
Week 2 | Auto Dealer E (ID: 11) | B2B Delivery | Received 9 units (Order ID: 153)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 9 units (Order ID: 153)
Week 2 | Auto Dealer E (ID: 11) | B2B Delivery | Received 9 units (Order ID: 154)
Week 2 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 9 units (Order ID: 154)
Week 2 | Auto Dealer E (ID: 11) | B2B Delivery | Received 8 units (Order ID: 155)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 8 units (Order ID: 155)
Week 2 | Auto Dealer E (ID: 11) | B2B Delivery | Received 8 units (Order ID: 156)
Week 2 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 8 units (Order ID: 156)
Week 2 | Auto Dealer E (ID: 11) | B2B Delivery | Received 9 units (Order ID: 158)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 9 units (Order ID: 158)
Week 2 | Auto Dealer E (ID: 11) | B2B Delivery | Received 9 units (Order ID: 159)
Week 2 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 9 units (Order ID: 159)
Week 2 | Auto Dealer E (ID: 11) | B2B Delivery | Received 8 units (Order ID: 160)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 8 units (Order ID: 160)
Week 2 | Auto Dealer E (ID: 11) | B2B Delivery | Received 8 units (Order ID: 161)
Week 2 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 8 units (Order ID: 161)
Week 2 | Auto Dealer E (ID: 11) | B2B Delivery | Received 8 units (Order ID: 163)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 8 units (Order ID: 163)
Week 2 | Auto Dealer E (ID: 11) | B2B Delivery | Received 8 units (Order ID: 164)
Week 2 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 8 units (Order ID: 164)
Week 2 | Auto Dealer E (ID: 11) | B2B Delivery | Received 8 units (Order ID: 168)
Week 2 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 8 units (Order ID: 168)
Week 2 | Auto Dealer E (ID: 11) | B2B Delivery | Received 8 units (Order ID: 170)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 8 units (Order ID: 170)
Week 2 | Auto Dealer E (ID: 11) | B2B Delivery | Received 8 units (Order ID: 171)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 8 units (Order ID: 171)
Week 2 | Auto Dealer E (ID: 11) | B2B Delivery | Received 8 units (Order ID: 172)
Week 2 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 8 units (Order ID: 172)
Week 2 | Auto Dealer E (ID: 11) | B2B Delivery | Received 8 units (Order ID: 174)
Week 2 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 8 units (Order ID: 174)
Week 2 | Auto Dealer E (ID: 11) | B2B Delivery | Received 8 units (Order ID: 175)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 8 units (Order ID: 175)
Week 2 | Auto Dealer E (ID: 11) | B2B Delivery | Received 8 units (Order ID: 176)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 8 units (Order ID: 176)
Week 2 | Auto Dealer E (ID: 11) | B2B Delivery | Received 8 units (Order ID: 177)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 8 units (Order ID: 177)
Week 2 | Auto Dealer E (ID: 11) | B2B Delivery | Received 8 units (Order ID: 178)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 8 units (Order ID: 178)
Week 2 | Auto Dealer E (ID: 11) | B2B Delivery | Received 8 units (Order ID: 179)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 8 units (Order ID: 179)
Week 2 | Auto Dealer E (ID: 11) | B2B Delivery | Received 7 units (Order ID: 181)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 7 units (Order ID: 181)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 6 units (Order ID: 184)
Week 2 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 6 units (Order ID: 184)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 6 units (Order ID: 185)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 6 units (Order ID: 185)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 188)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 5 units (Order ID: 188)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 6 units (Order ID: 189)
Week 2 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 6 units (Order ID: 189)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 190)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 5 units (Order ID: 190)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 6 units (Order ID: 191)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 6 units (Order ID: 191)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 193)
Week 2 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 5 units (Order ID: 193)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 194)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 5 units (Order ID: 194)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 6 units (Order ID: 195)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 6 units (Order ID: 195)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 196)
Week 2 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 5 units (Order ID: 196)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 197)
Week 2 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 5 units (Order ID: 197)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 198)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 5 units (Order ID: 198)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 199)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 5 units (Order ID: 199)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 6 units (Order ID: 200)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 6 units (Order ID: 200)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 201)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 5 units (Order ID: 201)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 202)
Week 2 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 5 units (Order ID: 202)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 6 units (Order ID: 203)
Week 2 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 6 units (Order ID: 203)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 204)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 5 units (Order ID: 204)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 205)
Week 2 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 5 units (Order ID: 205)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 207)
Week 2 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 5 units (Order ID: 207)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 209)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 5 units (Order ID: 209)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 210)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 5 units (Order ID: 210)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 211)
Week 2 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 5 units (Order ID: 211)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 212)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 5 units (Order ID: 212)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 216)
Week 2 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 5 units (Order ID: 216)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 218)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 5 units (Order ID: 218)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 219)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 5 units (Order ID: 219)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 220)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 5 units (Order ID: 220)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 221)
Week 2 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 5 units (Order ID: 221)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 4 units (Order ID: 222)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 4 units (Order ID: 222)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 4 units (Order ID: 223)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 4 units (Order ID: 223)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 224)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 5 units (Order ID: 224)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 225)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 5 units (Order ID: 225)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 226)
Week 2 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 5 units (Order ID: 226)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 4 units (Order ID: 227)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 4 units (Order ID: 227)
Week 2 | Auto Dealer F (ID: 12) | B2B Delivery | Received 5 units (Order ID: 228)
Week 2 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 5 units (Order ID: 228)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 9 units (Order ID: 229)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 9 units (Order ID: 229)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 8 units (Order ID: 230)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 8 units (Order ID: 230)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 8 units (Order ID: 231)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 8 units (Order ID: 231)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 8 units (Order ID: 232)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 8 units (Order ID: 232)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 8 units (Order ID: 233)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 8 units (Order ID: 233)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 8 units (Order ID: 234)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 8 units (Order ID: 234)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 7 units (Order ID: 235)
Week 2 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 7 units (Order ID: 235)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 8 units (Order ID: 236)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 8 units (Order ID: 236)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 8 units (Order ID: 238)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 8 units (Order ID: 238)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 8 units (Order ID: 240)
Week 2 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 8 units (Order ID: 240)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 8 units (Order ID: 241)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 8 units (Order ID: 241)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 7 units (Order ID: 243)
Week 2 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 7 units (Order ID: 243)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 7 units (Order ID: 244)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 7 units (Order ID: 244)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 7 units (Order ID: 245)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 7 units (Order ID: 245)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 8 units (Order ID: 246)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 8 units (Order ID: 246)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 7 units (Order ID: 248)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 7 units (Order ID: 248)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 8 units (Order ID: 249)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 8 units (Order ID: 249)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 7 units (Order ID: 250)
Week 2 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 7 units (Order ID: 250)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 8 units (Order ID: 251)
Week 2 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 8 units (Order ID: 251)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 7 units (Order ID: 252)
Week 2 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 7 units (Order ID: 252)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 7 units (Order ID: 253)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 7 units (Order ID: 253)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 7 units (Order ID: 254)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 7 units (Order ID: 254)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 7 units (Order ID: 255)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 7 units (Order ID: 255)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 7 units (Order ID: 257)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 7 units (Order ID: 257)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 8 units (Order ID: 258)
Week 2 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 8 units (Order ID: 258)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 7 units (Order ID: 259)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 7 units (Order ID: 259)
Week 2 | Auto Dealer G (ID: 13) | B2B Delivery | Received 1 units (Order ID: 260)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 1 units (Order ID: 260)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 8 units (Order ID: 261)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 8 units (Order ID: 261)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 8 units (Order ID: 262)
Week 2 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 8 units (Order ID: 262)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 8 units (Order ID: 265)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 8 units (Order ID: 265)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 7 units (Order ID: 267)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 7 units (Order ID: 267)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 7 units (Order ID: 268)
Week 2 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 7 units (Order ID: 268)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 8 units (Order ID: 269)
Week 2 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 8 units (Order ID: 269)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 8 units (Order ID: 270)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 8 units (Order ID: 270)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 8 units (Order ID: 271)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 8 units (Order ID: 271)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 8 units (Order ID: 272)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 8 units (Order ID: 272)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 7 units (Order ID: 273)
Week 2 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 7 units (Order ID: 273)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 7 units (Order ID: 274)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 7 units (Order ID: 274)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 7 units (Order ID: 275)
Week 2 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 7 units (Order ID: 275)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 8 units (Order ID: 276)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 8 units (Order ID: 276)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 7 units (Order ID: 277)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 7 units (Order ID: 277)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 7 units (Order ID: 278)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 7 units (Order ID: 278)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 7 units (Order ID: 279)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 7 units (Order ID: 279)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 7 units (Order ID: 281)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 7 units (Order ID: 281)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 7 units (Order ID: 282)
Week 2 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 7 units (Order ID: 282)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 7 units (Order ID: 283)
Week 2 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 7 units (Order ID: 283)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 7 units (Order ID: 287)
Week 2 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 7 units (Order ID: 287)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 7 units (Order ID: 288)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 7 units (Order ID: 288)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 7 units (Order ID: 289)
Week 2 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 7 units (Order ID: 289)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 6 units (Order ID: 290)
Week 2 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 6 units (Order ID: 290)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 7 units (Order ID: 291)
Week 2 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 7 units (Order ID: 291)
Week 2 | Auto Dealer H (ID: 14) | B2B Delivery | Received 6 units (Order ID: 292)
